ID_Linha,ID_Pedido,Data_Pedido,Data_Envio,Modo_Envio,ID_Cliente,Nome_Cliente,Segmento,Pais,Cidade,Estado,Cep,Regiao,ID_Produto,Categoria,SubCategoria,Nome_Produto,Preco_Dolar,Preco,Quantidade,Desconto,Lucro,"4,97"
4040,CA-2014-110786,29/12/2014,02/01/2015,Standard Class,AJ-10795,Anthony Johnson,Corporativo ,United States,San Francisco,California,94110,West,TEC-MA-10003183,Tecnologia ,Machines,DYMO CardScan Personal V9 Business Card Scanner,"767,952","3816,72144",6,"0,2","287,982",
4041,CA-2014-110786,29/12/2014,02/01/2015,Standard Class,AJ-10795,Anthony Johnson,Corporativo ,United States,San Francisco,California,94110,West,OFF-BI-10003305,Material de escritório,Binders,Avery Hanging File Binders,"14,352","71,32944",3,"0,2","4,6644",
4042,CA-2014-110786,29/12/2014,02/01/2015,Standard Class,AJ-10795,Anthony Johnson,Corporativo ,United States,San Francisco,California,94110,West,TEC-PH-10001425,Tecnologia ,Phones,Mophie Juice Pack Helium for iPhone,"191,976","954,12072",3,"0,2","19,1976",
4043,CA-2014-110786,29/12/2014,02/01/2015,Standard Class,AJ-10795,Anthony Johnson,Corporativo ,United States,San Francisco,California,94110,West,OFF-LA-10001474,Material de escritório,Labels,Avery 477,"274,77","1365,6069",9,0,"126,3942",
4044,CA-2014-110786,29/12/2014,02/01/2015,Standard Class,AJ-10795,Anthony Johnson,Corporativo ,United States,San Francisco,California,94110,West,FUR-FU-10000672,Mobiliário,Furnishings,"Executive Impressions 10"" Spectator Wall Clock","70,56","350,6832",6,0,"23,9904",
4045,CA-2015-137750,25/06/2015,30/06/2015,Standard Class,JF-15565,Jill Fjeld,Consumidor,United States,San Francisco,California,94110,West,FUR-FU-10001979,Mobiliário,Furnishings,Dana Halogen Swing-Arm Architect Lamp,"204,85","1018,1045",5,0,"57,358",
4046,CA-2015-136378,02/04/2015,07/04/2015,Standard Class,CS-11845,Cari Sayre,Corporativo ,United States,Houston,Texas,77070,Central,OFF-BI-10003707,Material de escritório,Binders,Aluminum Screw Posts,"9,156","45,50532",3,"0,8","-13,734",
4047,CA-2017-100356,21/10/2017,25/10/2017,Standard Class,SP-20920,Susan Pistek,Consumidor,United States,Chicago,Illinois,60653,Central,OFF-AP-10002191,Material de escritório,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,"23,992","119,24024",2,"0,8","-62,3792",
4048,US-2015-166520,16/07/2015,19/07/2015,First Class,KE-16420,Katrina Edelman,Corporativo ,United States,New York City,New York,10035,East,OFF-PA-10000501,Material de escritório,Paper,Petty Cash Envelope,"80,88","401,9736",3,0,"39,6312",
4049,US-2015-166520,16/07/2015,19/07/2015,First Class,KE-16420,Katrina Edelman,Corporativo ,United States,New York City,New York,10035,East,TEC-AC-10001990,Tecnologia ,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,"599,9","2981,503",10,0,"191,968",
4050,CA-2017-136350,24/06/2017,26/06/2017,Second Class,GA-14515,George Ashbrook,Consumidor,United States,New York City,New York,10011,East,FUR-FU-10003601,Mobiliário,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting","276,69","1375,1493",3,0,"49,8042",
4051,CA-2017-136350,24/06/2017,26/06/2017,Second Class,GA-14515,George Ashbrook,Consumidor,United States,New York City,New York,10011,East,FUR-CH-10001891,Mobiliário,Chairs,Global Deluxe Office Fabric Chairs,"172,764","858,63708",2,"0,1","32,6332",
4052,CA-2014-122931,29/09/2014,03/10/2014,Standard Class,SM-20950,Suzanne McNair,Corporativo ,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10003469,Material de escritório,Art,Nontoxic Chalk,"4,224","20,99328",3,"0,2","1,4784",
4053,CA-2014-122931,29/09/2014,03/10/2014,Standard Class,SM-20950,Suzanne McNair,Corporativo ,United States,Philadelphia,Pennsylvania,19134,East,FUR-TA-10004175,Mobiliário,Tables,"Hon 30"" x 60"" Table with Locking Drawer","409,272","2034,08184",2,"0,4","-81,8544",
4054,CA-2014-122931,29/09/2014,03/10/2014,Standard Class,SM-20950,Suzanne McNair,Corporativo ,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10002945,Material de escritório,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White","55,44","275,5368",11,"0,2","18,018",
4055,CA-2014-122931,29/09/2014,03/10/2014,Standard Class,SM-20950,Suzanne McNair,Corporativo ,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10000533,Material de escritório,Paper,Southworth Parchment Paper & Envelopes,"20,928","104,01216",4,"0,2","6,8016",
4056,CA-2014-122931,29/09/2014,03/10/2014,Standard Class,SM-20950,Suzanne McNair,Corporativo ,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10004459,Material de escritório,Storage,Tennsco Single-Tier Lockers,"1801,632","8954,11104",6,"0,2","-337,806",
4057,CA-2014-122931,29/09/2014,03/10/2014,Standard Class,SM-20950,Suzanne McNair,Corporativo ,United States,Philadelphia,Pennsylvania,19134,East,FUR-TA-10004147,Mobiliário,Tables,Hon 4060 Series Tables,"67,176","333,86472",1,"0,4","-20,1528",
4058,CA-2014-163034,24/11/2014,28/11/2014,Standard Class,DK-12985,Darren Koutras,Consumidor,United States,Chicago,Illinois,60610,Central,OFF-ST-10000046,Material de escritório,Storage,Fellowes Super Stor/Drawer Files,"646,2","3211,614",5,"0,2","-8,0775",
4059,CA-2015-124058,20/11/2015,24/11/2015,Standard Class,LC-16885,Lena Creighton,Consumidor,United States,Oakland,California,94601,West,TEC-PH-10004774,Tecnologia ,Phones,Gear Head AU3700S Headset,"72,744","361,53768",7,"0,2","-15,4581",
4060,CA-2015-124058,20/11/2015,24/11/2015,Standard Class,LC-16885,Lena Creighton,Consumidor,United States,Oakland,California,94601,West,FUR-CH-10000595,Mobiliário,Chairs,Safco Contoured Stacking Chairs,"572,16","2843,6352",3,"0,2","35,76",
4061,CA-2016-129196,01/11/2016,07/11/2016,Standard Class,XP-21865,Xylona Preis,Consumidor,United States,Chicago,Illinois,60610,Central,TEC-AC-10002473,Tecnologia ,Accessories,Maxell 4.7GB DVD-R,"68,112","338,51664",3,"0,2","17,8794",
4062,US-2015-138716,17/09/2015,20/09/2015,First Class,CS-11845,Cari Sayre,Corporativo ,United States,Seattle,Washington,98105,West,OFF-BI-10001628,Material de escritório,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity","25,032","124,40904",3,"0,2","7,8225",
4063,US-2016-122182,10/03/2016,14/03/2016,Standard Class,BD-11770,Bryan Davis,Consumidor,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10002800,Tecnologia ,Accessories,Plantronics Audio 478 Stereo USB Headset,"39,992","198,76024",1,"0,2","7,4985",
4064,US-2014-130358,23/06/2014,26/06/2014,First Class,DL-13330,Denise Leinenbach,Consumidor,United States,Concord,North Carolina,28027,South,OFF-AR-10002766,Material de escritório,Art,Prang Drawing Pencil Set,"20,016","99,47952",9,"0,2","1,7514",
4065,US-2014-130358,23/06/2014,26/06/2014,First Class,DL-13330,Denise Leinenbach,Consumidor,United States,Concord,North Carolina,28027,South,OFF-SU-10002522,Material de escritório,Supplies,Acme Kleen Earth Office Shears,"3,104","15,42688",1,"0,2","0,3492",
4066,CA-2014-102673,01/11/2014,05/11/2014,Standard Class,KH-16630,Ken Heidel,Corporativo ,United States,Charlotte,North Carolina,28205,South,OFF-FA-10003021,Material de escritório,Fasteners,Staples,"7,52","37,3744",5,"0,2","1,41",
4067,CA-2014-102673,01/11/2014,05/11/2014,Standard Class,KH-16630,Ken Heidel,Corporativo ,United States,Charlotte,North Carolina,28205,South,OFF-AR-10000634,Material de escritório,Art,Newell 320,"10,272","51,05184",3,"0,2","0,8988",
4068,CA-2014-102673,01/11/2014,05/11/2014,Standard Class,KH-16630,Ken Heidel,Corporativo ,United States,Charlotte,North Carolina,28205,South,OFF-LA-10001771,Material de escritório,Labels,Avery 513,"47,808","237,60576",12,"0,2","15,5376",
4069,CA-2014-102673,01/11/2014,05/11/2014,Standard Class,KH-16630,Ken Heidel,Corporativo ,United States,Charlotte,North Carolina,28205,South,TEC-PH-10004434,Tecnologia ,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,"978,84","4864,8348",9,"0,2","110,1195",
4070,CA-2016-145303,28/08/2016,31/08/2016,First Class,TP-21415,Tom Prescott,Consumidor,United States,Dallas,Texas,75081,Central,OFF-BI-10000050,Material de escritório,Binders,"Angle-D Binders with Locking Rings, Label Holders","13,14","65,3058",9,"0,8","-21,681",
4071,CA-2016-145303,28/08/2016,31/08/2016,First Class,TP-21415,Tom Prescott,Consumidor,United States,Dallas,Texas,75081,Central,OFF-BI-10002414,Material de escritório,Binders,GBC ProClick Spines for 32-Hole Punch,"10,024","49,81928",4,"0,8","-16,5396",
4072,CA-2016-145303,28/08/2016,31/08/2016,First Class,TP-21415,Tom Prescott,Consumidor,United States,Dallas,Texas,75081,Central,FUR-BO-10003159,Mobiliário,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish","156,3728","777,172816",2,"0,32","-52,8908",
4073,CA-2015-156104,06/12/2015,08/12/2015,Second Class,NP-18685,Nora Pelletier,Home Office,United States,Indianapolis,Indiana,46203,Central,TEC-CO-10002095,Tecnologia ,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,"999,98","4969,9006",2,0,"449,991",
4074,US-2015-164308,24/09/2015,27/09/2015,First Class,SC-20680,Steve Carroll,Home Office,United States,Broken Arrow,Oklahoma,74012,Central,TEC-PH-10004120,Tecnologia ,Phones,AT&T 1080 Phone,"821,94","4085,0418",6,0,"213,7044",
4075,CA-2017-108112,15/11/2017,20/11/2017,Standard Class,DK-12895,Dana Kaydos,Consumidor,United States,Miramar,Florida,33023,South,FUR-FU-10003553,Mobiliário,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock","220,064","1093,71808",4,"0,2","55,016",
4076,CA-2017-108112,15/11/2017,20/11/2017,Standard Class,DK-12895,Dana Kaydos,Consumidor,United States,Miramar,Florida,33023,South,FUR-FU-10001488,Mobiliário,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped","339,136","1685,50592",4,"0,2",0,
4077,CA-2015-100685,19/12/2015,21/12/2015,Second Class,SM-20950,Suzanne McNair,Corporativo ,United States,Omaha,Nebraska,68104,Central,OFF-BI-10003094,Material de escritório,Binders,Self-Adhesive Ring Binder Labels,"7,04","34,9888",2,0,"3,3088",
4078,CA-2015-100685,19/12/2015,21/12/2015,Second Class,SM-20950,Suzanne McNair,Corporativo ,United States,Omaha,Nebraska,68104,Central,OFF-FA-10003472,Material de escritório,Fasteners,Bagged Rubber Bands,"5,04","25,0488",4,0,"0,2016",
4079,CA-2015-100685,19/12/2015,21/12/2015,Second Class,SM-20950,Suzanne McNair,Corporativo ,United States,Omaha,Nebraska,68104,Central,OFF-PA-10001289,Material de escritório,Paper,White Computer Printout Paper by Universal,"116,28","577,9116",3,0,"56,9772",
4080,CA-2015-165414,21/12/2015,24/12/2015,First Class,LS-17245,Lynn Smith,Consumidor,United States,Jacksonville,North Carolina,28540,South,TEC-PH-10002293,Tecnologia ,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,"47,976","238,44072",3,"0,2","4,7976",
4081,CA-2016-140417,25/09/2016,29/09/2016,Standard Class,KE-16420,Katrina Edelman,Corporativo ,United States,Tigard,Oregon,97224,West,OFF-PA-10000380,Material de escritório,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages","60,048","298,43856",9,"0,2","22,518",
4082,CA-2016-140417,25/09/2016,29/09/2016,Standard Class,KE-16420,Katrina Edelman,Corporativo ,United States,Tigard,Oregon,97224,West,OFF-BI-10004828,Material de escritório,Binders,GBC Poly Designer Binding Covers,"5,022","24,95934",1,"0,7","-3,5154",
4083,US-2017-151316,24/06/2017,30/06/2017,Standard Class,MC-17635,Matthew Clasen,Corporativo ,United States,Decatur,Illinois,62521,Central,OFF-BI-10004632,Material de escritório,Binders,Ibico Hi-Tech Manual Binding System,"182,994","909,48018",3,"0,8","-320,2395",
4084,US-2017-151316,24/06/2017,30/06/2017,Standard Class,MC-17635,Matthew Clasen,Corporativo ,United States,Decatur,Illinois,62521,Central,OFF-PA-10000327,Material de escritório,Paper,Xerox 1971,"10,272","51,05184",3,"0,2","3,21",
4085,CA-2017-163692,07/09/2017,09/09/2017,First Class,Dp-13240,Dean percer,Home Office,United States,Phoenix,Arizona,85023,West,OFF-BI-10003291,Material de escritório,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,"7,857","39,04929",3,"0,7","-6,0237",
4086,CA-2016-111913,04/08/2016,06/08/2016,Second Class,LC-16930,Linda Cazamias,Corporativo ,United States,Sacramento,California,95823,West,TEC-PH-10002275,Tecnologia ,Phones,Mitel 5320 IP Phone VoIP phone,"302,384","1502,84848",2,"0,2","30,2384",
4087,CA-2016-111913,04/08/2016,06/08/2016,Second Class,LC-16930,Linda Cazamias,Corporativo ,United States,Sacramento,California,95823,West,OFF-BI-10003291,Material de escritório,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,"20,952","104,13144",3,"0,2","7,0713",
4088,CA-2016-111913,04/08/2016,06/08/2016,Second Class,LC-16930,Linda Cazamias,Corporativo ,United States,Sacramento,California,95823,West,OFF-BI-10000343,Material de escritório,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue","11,784","58,56648",3,"0,2","3,9771",
4089,US-2014-156559,19/08/2014,26/08/2014,Standard Class,LH-16900,Lena Hernandez,Consumidor,United States,Jonesboro,Arkansas,72401,South,FUR-BO-10000711,Mobiliário,Bookcases,"Hon Metal Bookcases, Gray","638,82","3174,9354",9,0,"172,4814",
4090,CA-2016-161473,01/04/2016,05/04/2016,Standard Class,TB-21175,Thomas Boland,Corporativo ,United States,New York City,New York,10035,East,OFF-LA-10001297,Material de escritório,Labels,Avery 473,"20,7","102,879",2,0,"9,936",
4091,CA-2016-161473,01/04/2016,05/04/2016,Standard Class,TB-21175,Thomas Boland,Corporativo ,United States,New York City,New York,10035,East,OFF-SU-10001574,Material de escritório,Supplies,Acme Value Line Scissors,"10,95","54,4215",3,0,"3,285",
4092,CA-2016-161473,01/04/2016,05/04/2016,Standard Class,TB-21175,Thomas Boland,Corporativo ,United States,New York City,New York,10035,East,OFF-BI-10003305,Material de escritório,Binders,Avery Hanging File Binders,"14,352","71,32944",3,"0,2","4,6644",
4093,CA-2017-166576,16/05/2017,18/05/2017,First Class,JM-15865,John Murray,Consumidor,United States,Akron,Ohio,44312,East,OFF-ST-10002574,Material de escritório,Storage,"SAFCO Commercial Wire Shelving, Black","221,024","1098,48928",2,"0,2","-55,256",
4094,CA-2015-102491,24/08/2015,28/08/2015,Standard Class,KW-16435,Katrina Willman,Consumidor,United States,Florence,Kentucky,41042,South,TEC-MA-10000864,Tecnologia ,Machines,Cisco 9971 IP Video Phone Charcoal,3080,"15307,6",7,0,"1416,8",
4095,CA-2015-102491,24/08/2015,28/08/2015,Standard Class,KW-16435,Katrina Willman,Consumidor,United States,Florence,Kentucky,41042,South,TEC-AC-10003289,Tecnologia ,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,"79,96","397,4012",4,0,"18,3908",
4096,CA-2015-102491,24/08/2015,28/08/2015,Standard Class,KW-16435,Katrina Willman,Consumidor,United States,Florence,Kentucky,41042,South,TEC-PH-10001619,Tecnologia ,Phones,LG G3,"587,97","2922,2109",3,0,"170,5113",
4097,CA-2014-116904,23/09/2014,28/09/2014,Standard Class,SC-20095,Sanjit Chand,Consumidor,United States,Minneapolis,Minnesota,55407,Central,OFF-PA-10004888,Material de escritório,Paper,Xerox 217,"32,4","161,028",5,0,"15,552",
4098,CA-2014-116904,23/09/2014,28/09/2014,Standard Class,SC-20095,Sanjit Chand,Consumidor,United States,Minneapolis,Minnesota,55407,Central,OFF-ST-10000736,Material de escritório,Storage,Carina Double Wide Media Storage Towers in Natural & Black,"404,9","2012,353",5,0,"16,196",
4099,CA-2014-116904,23/09/2014,28/09/2014,Standard Class,SC-20095,Sanjit Chand,Consumidor,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10001120,Material de escritório,Binders,Ibico EPK-21 Electric Binding System,"9449,95","46966,2515",5,0,"4630,4755",
4100,CA-2014-116904,23/09/2014,28/09/2014,Standard Class,SC-20095,Sanjit Chand,Consumidor,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10000301,Material de escritório,Binders,GBC Instant Report Kit,"12,94","64,3118",2,0,"6,47",
4101,US-2017-102288,19/06/2017,23/06/2017,Standard Class,ZC-21910,Zuschuss Carroll,Consumidor,United States,Houston,Texas,77095,Central,OFF-AP-10004655,Material de escritório,Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter","2,264","11,25208",1,"0,8","-5,2072",
4102,US-2017-102288,19/06/2017,23/06/2017,Standard Class,ZC-21910,Zuschuss Carroll,Consumidor,United States,Houston,Texas,77095,Central,OFF-AP-10002906,Material de escritório,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,"0,444","2,20668",1,"0,8","-1,11",
4103,US-2017-102288,19/06/2017,23/06/2017,Standard Class,ZC-21910,Zuschuss Carroll,Consumidor,United States,Houston,Texas,77095,Central,OFF-PA-10000740,Material de escritório,Paper,Xerox 1982,"146,176","726,49472",8,"0,2","47,5072",
4104,CA-2017-137456,21/12/2017,21/12/2017,Same Day,RB-19465,Rick Bensley,Home Office,United States,Fremont,Nebraska,68025,Central,FUR-FU-10001940,Mobiliário,Furnishings,Staple-based wall hangings,"15,92","79,1224",2,0,"7,0048",
4105,US-2017-155999,07/08/2017,13/08/2017,Standard Class,JK-15370,Jay Kimmel,Consumidor,United States,San Diego,California,92105,West,TEC-PH-10000439,Tecnologia ,Phones,GE DSL Phone Line Filter,"159,96","795,0012",5,"0,2","17,9955",
4106,US-2017-155999,07/08/2017,13/08/2017,Standard Class,JK-15370,Jay Kimmel,Consumidor,United States,San Diego,California,92105,West,OFF-BI-10000404,Material de escritório,Binders,Avery Printable Repositionable Plastic Tabs,"13,76","68,3872",2,"0,2","4,644",
4107,US-2016-148334,22/08/2016,26/08/2016,Standard Class,DD-13570,Dorothy Dickinson,Consumidor,United States,Houston,Texas,77041,Central,OFF-BI-10003676,Material de escritório,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets","4,312","21,43064",2,"0,8","-6,8992",
4108,CA-2015-105599,07/09/2015,07/09/2015,Same Day,MC-17275,Marc Crier,Consumidor,United States,New York City,New York,10011,East,OFF-ST-10002486,Material de escritório,Storage,Eldon Shelf Savers Cubes and Bins,"13,96","69,3812",2,0,"0,2792",
4109,CA-2015-105599,07/09/2015,07/09/2015,Same Day,MC-17275,Marc Crier,Consumidor,United States,New York City,New York,10011,East,FUR-TA-10003837,Mobiliário,Tables,Anderson Hickey Conga Table Tops & Accessories,"27,414","136,24758",3,"0,4","-14,1639",
4110,CA-2015-153717,25/12/2015,01/01/2016,Standard Class,DL-13495,Dionis Lloyd,Corporativo ,United States,Detroit,Michigan,48227,Central,TEC-PH-10002923,Tecnologia ,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural","73,98","367,6806",2,0,"19,9746",
4111,CA-2015-153717,25/12/2015,01/01/2016,Standard Class,DL-13495,Dionis Lloyd,Corporativo ,United States,Detroit,Michigan,48227,Central,FUR-BO-10004360,Mobiliário,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,"160,98","800,0706",1,0,"20,9274",
4112,CA-2015-153717,25/12/2015,01/01/2016,Standard Class,DL-13495,Dionis Lloyd,Corporativo ,United States,Detroit,Michigan,48227,Central,OFF-PA-10002160,Material de escritório,Paper,Xerox 1978,"17,34","86,1798",3,0,"8,4966",
4113,CA-2015-153717,25/12/2015,01/01/2016,Standard Class,DL-13495,Dionis Lloyd,Corporativo ,United States,Detroit,Michigan,48227,Central,OFF-AR-10002375,Material de escritório,Art,Newell 351,"3,28","16,3016",1,0,"0,9512",
4114,CA-2015-116687,02/05/2015,07/05/2015,Standard Class,NC-18625,Noah Childs,Corporativo ,United States,Houston,Texas,77095,Central,OFF-LA-10000443,Material de escritório,Labels,Avery 501,"8,856","44,01432",3,"0,2","2,9889",
